problem	change_type	num_peak	avg_abs	avg_rel	case_mark score

1	1	10	1.7857	0.96827	0.015	0.014524

1	1	50	2.61786	0.960518	0.015	0.0144078

1	2	10	2.75287	0.959951	0.015	0.0143993

1	2	50	9.12955	0.888855	0.015	0.0133328

1	3	10	2.97682	0.955854	0.015	0.0143378

1	3	50	5.74803	0.926453	0.015	0.0138968

1	4	10	5.21938	0.927104	0.015	0.0139066

1	4	50	4.20104	0.940114	0.015	0.0141017

1	5	10	3.32799	0.952864	0.015	0.014293

1	5	50	3.66961	0.948495	0.015	0.0142274

1	6	10	15.0247	0.823643	0.015	0.0123546

1	6	50	20.7131	0.759705	0.015	0.0113956

1	7	10	3.70299	0.948558	0.01	0.00948558

1	7	50	5.49139	0.929422	0.01	0.00929422

2	1	10	18.5348	0.584705	0.024	0.0140329

2	2	10	35.3696	0.529944	0.024	0.0127187

2	3	10	106.637	0.490727	0.024	0.0117774

2	4	10	16.5058	0.557409	0.024	0.0133778

2	5	10	160.23	0.387587	0.024	0.00930209

2	6	10	22.906	0.544208	0.024	0.013061

2	7	10	31.722	0.548061	0.016	0.00876898

3	1	10	481.383	0.138829	0.024	0.00333189

3	2	10	689.979	0.115228	0.024	0.00276547

3	3	10	808.224	0.0565463	0.024	0.00135711

3	4	10	613.954	0.119603	0.024	0.00287047

3	5	10	688.707	0.0865709	0.024	0.0020777

3	6	10	709.101	0.100991	0.024	0.00242377

3	7	10	482.702	0.182825	0.016	0.0029252

4	1	10	31.1966	0.497581	0.024	0.0119419

4	2	10	119.993	0.433608	0.024	0.0104066

4	3	10	50.8873	0.484836	0.024	0.0116361

4	4	10	30.3603	0.612566	0.024	0.0147016

4	5	10	269.744	0.337137	0.024	0.00809129

4	6	10	35.3101	0.49039	0.024	0.0117694

4	7	10	31.0442	0.570668	0.016	0.00913068

5	1	10	6.03488	0.795733	0.024	0.0190976

5	2	10	14.1265	0.663231	0.024	0.0159175

5	3	10	8.0752	0.728834	0.024	0.017492

5	4	10	11.072	0.632798	0.024	0.0151871

5	5	10	8.44219	0.822504	0.024	0.0197401

5	6	10	13.776	0.623268	0.024	0.0149584

5	7	10	15.4531	0.630993	0.016	0.0100959

6	1	10	17.4816	0.606233	0.024	0.0145496

6	2	10	56.941	0.547812	0.024	0.0131475

6	3	10	44.4197	0.466901	0.024	0.0112056

6	4	10	42.0937	0.428674	0.024	0.0102882

6	5	10	40.5935	0.583627	0.024	0.014007

6	6	10	31.4416	0.427463	0.024	0.0102591

6	7	10	42.3064	0.452131	0.016	0.0072341

total mark (100*sum(score)): 55.5605
