20	20	20	20	20	
20	20	20	20	20	
20	20	20	20	20	
20	20	20	20	20	
20	20	20	20	20	
20	20	20	20	20	
20	20	20	20	20	
20	20	20	20	20	
20	20	20	20	20	
20	20	20	20	20	
20	20	20	20	20	
20.5	20	19.5	21	19	
20.5	20	19.5	21	19	
20.5	20	19.5	21	19	
20.5	20	19.5	21	19	
20.5	20	19.5	21	19	
20.5	20	19.5	21	19	
20.5	20	19.5	21	19	
20.5	20	19.5	21	19	
20.5	20	19.5	21	19	
20.5	20	19.5	21	19	
21	19.5	19.5	22	18	
21	19.5	19.5	22	18	
21	19.5	19.5	22	18	
21	19.5	19.5	22	18	
21	19.5	19.5	22	18	
21	19.5	19.5	22	18	
21	19.5	19.5	22	18	
21	19.5	19.5	22	18	
21	19.5	19.5	22	18	
21	19.5	19.5	22	18	
21.5	19	19.5	22	18	
21.5	19	19.5	22	18	
21.5	19	19.5	22	18	
21.5	19	19.5	22	18	
21.5	19	19.5	22	18	
21.5	19	19.5	22	18	
21.5	19	19.5	22	18	
21.5	19	19.5	22	18	
21.5	19	19.5	22	18	
21.5	19	19.5	22	18	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
22	19	19.5	22	17.5	
21.5	19	20	22.5	17	
21.5	19	20	22.5	17	
21.5	19	20	22.5	17	
21.5	19	20	22.5	17	
21.5	19	20	22.5	17	
21.5	19	20	22.5	17	
21.5	19	20	22.5	17	
21.5	19	20	22.5	17	
21.5	19	20	22.5	17	
21.5	19	20	22.5	17	
21.5	18.5	20	23	17	
21.5	18.5	20	23	17	
21.5	18.5	20	23	17	
21.5	18.5	20	23	17	
21.5	18.5	20	23	17	
21.5	18.5	20	23	17	
21.5	18.5	20	23	17	
21.5	18.5	20	23	17	
21.5	18.5	20	23	17	
21.5	18.5	20	23	17	
21.5	18.5	20	23.5	16.5	
21.5	18.5	20	23.5	16.5	
21.5	18.5	20	23.5	16.5	
21.5	18.5	20	23.5	16.5	
21.5	18.5	20	23.5	16.5	
21.5	18.5	20	23.5	16.5	
21.5	18.5	20	23.5	16.5	
21.5	18.5	20	23.5	16.5	
21.5	18.5	20	23.5	16.5	
21.5	18.5	20	23.5	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20	24	16.5	
21	18.5	20.5	24.5	15.5	
21	18.5	20.5	24.5	15.5	
21	18.5	20.5	24.5	15.5	
21	18.5	20.5	24.5	15.5	
21	18.5	20.5	24.5	15.5	
21	18.5	20.5	24.5	15.5	
21	18.5	20.5	24.5	15.5	
21	18.5	20.5	24.5	15.5	
21	18.5	20.5	24.5	15.5	
21	18.5	20.5	24.5	15.5	
20.5	18.5	20.5	25	15.5	
20.5	18.5	20.5	25	15.5	
20.5	18.5	20.5	25	15.5	
20.5	18.5	20.5	25	15.5	
20.5	18.5	20.5	25	15.5	
20.5	18.5	20.5	25	15.5	
20.5	18.5	20.5	25	15.5	
20.5	18.5	20.5	25	15.5	
20.5	18.5	20.5	25	15.5	
20.5	18.5	20.5	25	15.5	
20.5	19	20.5	25	15	
20.5	19	20.5	25	15	
20.5	19	20.5	25	15	
20.5	19	20.5	25	15	
20.5	19	20.5	25	15	
20.5	19	20.5	25	15	
20.5	19	20.5	25	15	
20.5	19	20.5	25	15	
20.5	19	20.5	25	15	
20.5	19	20.5	25	15	
20.5	19	20	25.5	15	
20.5	19	20	25.5	15	
20.5	19	20	25.5	15	
20.5	19	20	25.5	15	
20.5	19	20	25.5	15	
20.5	19	20	25.5	15	
20.5	19	20	25.5	15	
