50	50	50	50	50	
50	50	50	50	50	
50	50	50	50	50	
50	50	50	50	50	
50	50	50	50	50	
50	50	50	50	50	
50	50	50	50	50	
50	50	50	50	50	
50	50	50	50	50	
50	50	50	50	50	
50	50	50	50	50	
50	50	49.5	51	49.5	
50	50	49.5	51	49.5	
50	50	49.5	51	49.5	
50	50	49.5	51	49.5	
50	50	49.5	51	49.5	
50	50	49.5	51	49.5	
50	50	49.5	51	49.5	
50	50	49.5	51	49.5	
50	50	49.5	51	49.5	
50	50	49.5	51	49.5	
49	50	50	51.5	49.5	
49	50	50	51.5	49.5	
49	50	50	51.5	49.5	
49	50	50	51.5	49.5	
49	50	50	51.5	49.5	
49	50	50	51.5	49.5	
49	50	50	51.5	49.5	
49	50	50	51.5	49.5	
49	50	50	51.5	49.5	
49	50	50	51.5	49.5	
48	50.5	50.5	51.5	49.5	
48	50.5	50.5	51.5	49.5	
48	50.5	50.5	51.5	49.5	
48	50.5	50.5	51.5	49.5	
48	50.5	50.5	51.5	49.5	
48	50.5	50.5	51.5	49.5	
48	50.5	50.5	51.5	49.5	
48	50.5	50.5	51.5	49.5	
48	50.5	50.5	51.5	49.5	
48	50.5	50.5	51.5	49.5	
48	50	51.5	51.5	49	
48	50	51.5	51.5	49	
48	50	51.5	51.5	49	
48	50	51.5	51.5	49	
48	50	51.5	51.5	49	
48	50	51.5	51.5	49	
48	50	51.5	51.5	49	
48	50	51.5	51.5	49	
48	50	51.5	51.5	49	
48	50	51.5	51.5	49	
47	50.5	52.5	51.5	48.5	
47	50.5	52.5	51.5	48.5	
47	50.5	52.5	51.5	48.5	
47	50.5	52.5	51.5	48.5	
47	50.5	52.5	51.5	48.5	
47	50.5	52.5	51.5	48.5	
47	50.5	52.5	51.5	48.5	
47	50.5	52.5	51.5	48.5	
47	50.5	52.5	51.5	48.5	
47	50.5	52.5	51.5	48.5	
47	50	53	51.5	48.5	
47	50	53	51.5	48.5	
47	50	53	51.5	48.5	
47	50	53	51.5	48.5	
47	50	53	51.5	48.5	
47	50	53	51.5	48.5	
47	50	53	51.5	48.5	
47	50	53	51.5	48.5	
47	50	53	51.5	48.5	
47	50	53	51.5	48.5	
47.5	50.5	52.5	51.5	48	
47.5	50.5	52.5	51.5	48	
47.5	50.5	52.5	51.5	48	
47.5	50.5	52.5	51.5	48	
47.5	50.5	52.5	51.5	48	
47.5	50.5	52.5	51.5	48	
47.5	50.5	52.5	51.5	48	
47.5	50.5	52.5	51.5	48	
47.5	50.5	52.5	51.5	48	
47.5	50.5	52.5	51.5	48	
47	50.5	52.5	52	48	
47	50.5	52.5	52	48	
47	50.5	52.5	52	48	
47	50.5	52.5	52	48	
47	50.5	52.5	52	48	
47	50.5	52.5	52	48	
47	50.5	52.5	52	48	
47	50.5	52.5	52	48	
47	50.5	52.5	52	48	
47	50.5	52.5	52	48	
46.5	51	52.5	52.5	47.5	
46.5	51	52.5	52.5	47.5	
46.5	51	52.5	52.5	47.5	
46.5	51	52.5	52.5	47.5	
46.5	51	52.5	52.5	47.5	
46.5	51	52.5	52.5	47.5	
46.5	51	52.5	52.5	47.5	
46.5	51	52.5	52.5	47.5	
46.5	51	52.5	52.5	47.5	
46.5	51	52.5	52.5	47.5	
46.5	51	53.5	52.5	46.5	
46.5	51	53.5	52.5	46.5	
46.5	51	53.5	52.5	46.5	
46.5	51	53.5	52.5	46.5	
46.5	51	53.5	52.5	46.5	
46.5	51	53.5	52.5	46.5	
46.5	51	53.5	52.5	46.5	
46.5	51	53.5	52.5	46.5	
46.5	51	53.5	52.5	46.5	
46.5	51	53.5	52.5	46.5	
46.5	50.5	53.5	53	46.5	
46.5	50.5	53.5	53	46.5	
46.5	50.5	53.5	53	46.5	
46.5	50.5	53.5	53	46.5	
46.5	50.5	53.5	53	46.5	
46.5	50.5	53.5	53	46.5	
46.5	50.5	53.5	53	46.5	
46.5	50.5	53.5	53	46.5	
46.5	50.5	53.5	53	46.5	
46.5	50.5	53.5	53	46.5	
46.5	49.5	53.5	54	46.5	
46.5	49.5	53.5	54	46.5	
46.5	49.5	53.5	54	46.5	
46.5	49.5	53.5	54	46.5	
46.5	49.5	53.5	54	46.5	
46.5	49.5	53.5	54	46.5	
46.5	49.5	53.5	54	46.5	
46.5	49.5	53.5	54	46.5	
46.5	49.5	53.5	54	46.5	
46.5	49.5	53.5	54	46.5	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	54	54.5	46	
46	49.5	53.5	55	46	
46	49.5	53.5	55	46	
46	49.5	53.5	55	46	
46	49.5	53.5	55	46	
46	49.5	53.5	55	46	
46	49.5	53.5	55	46	
46	49.5	53.5	55	46	
46	49.5	53.5	55	46	
46	49.5	53.5	55	46	
46	49.5	53.5	55	46	
46	49.5	53.5	55.5	45.5	
46	49.5	53.5	55.5	45.5	
46	49.5	53.5	55.5	45.5	
46	49.5	53.5	55.5	45.5	
46	49.5	53.5	55.5	45.5	
